year,rank,title,artist,lyrics_raw,lyrics_url,lyrics_clean,lines,tokens,vader,fk_grade,ttr,repetition_ratio,compressibility,is_top5
1970,34,Instant Karma!,John Lennon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,35,Patches,Clarence Carter,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,36,Lookin' out My Back Door,Creedence Clearwater Revival,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,37,Rainy Night in Georgia,Brook Benton,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,38,Something's Burning,Kenny Rogers & The First Edition,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,39,Give Me Just a Little More Time,Chairmen of the Board,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,40,Love Grows (Where My Rosemary Goes),Edison Lighthouse,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,41,The Long and Winding Road,The Beatles,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,42,Snowbird,Anne Murray,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,43,Reflections of My Life,Marmalade,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,44,Hey There Lonely Girl,Eddie Holman,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,45,The Rapper,The Jaggerz,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,46,"He Ain't Heavy, He's My Brother",The Hollies,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,47,"Tighter, Tighter",Alive N Kickin',,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,48,Come and Get It,Badfinger,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,49,Cecilia,Simon & Garfunkel,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,50,Love Land,Charles Wright & the Watts 103rd Street Rhythm Band,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,51,Turn Back the Hands of Time,Tyrone Davis,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,52,Lola,The Kinks,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,53,In the Summertime,Mungo Jerry,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,54,Indiana Wants Me,R. Dean Taylor,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,55,(I Know) I'm Losing You,Rare Earth,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,56,"Easy Come, Easy Go",Bobby Sherman,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,57,Express Yourself,Charles Wright & the Watts 103rd Street Rhythm Band,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,58,Still Water (Love),The Four Tops,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,59,Make Me Smile,Chicago,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,60,The House of the Rising Sun,Frijid Pink,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,61,25 or 6 to 4,Chicago,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,62,My Baby Loves Lovin,White Plains,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,63,Love or Let Me Be Lonely,The Friends of Distinction,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,64,United We Stand,The Brotherhood of Man,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,65,We've Only Just Begun,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,66,Arizona,Mark Lindsay,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,67,Fire and Rain,James Taylor,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,68,Groovy Situation,Gene Chandler,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,69,Evil Ways,Santana,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,70,No Time,The Guess Who,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,71,Didn't I (Blow Your Mind This Time),The Delfonics,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,72,The Wonder of You,Elvis Presley,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,73,Up Around the Bend,Creedence Clearwater Revival,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,74,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,75,I Just Can't Help Believing,B.J. Thomas,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,76,It's a Shame,The Spinners,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,77,For the Love of Him,Bobbi Martin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,78,Mississippi Queen,Mountain,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,79,I Want to Take You Higher,Ike & Tina Turner,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,80,The Letter,Joe Cocker,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,81,Ma Belle Amie,Tee-Set,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,82,The Bells,The Originals,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,83,Yellow River,Christie,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,84,Somebody's Been Sleeping,100 Proof (Aged in Soul),,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,85,Vehicle,The Ides of March,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,86,Gimme Dat Ding,The Pipkins,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,87,Lay a Little Lovin' on Me,Robin McNamara,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,88,Up the Ladder to the Roof,The Supremes,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,89,Travelin' Band,Creedence Clearwater Revival,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,90,Come Saturday Morning,The Sandpipers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,91,Psychedelic Shack,The Temptations,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,92,Without Love (There Is Nothing),Tom Jones,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,93,Are You Ready?,Pacific Gas & Electric,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,94,Woodstock,"Crosby, Stills, Nash & Young",,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,95,I'll Never Fall in Love Again,Dionne Warwick,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,96,Look What They've Done to My Song Ma,The New Seekers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,97,Walk A Mile In My Shoes,Joe South,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,98,The Thrill Is Gone,B.B. King,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,99,It's Only Make Believe,Glen Campbell,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1970,100,Call Me,Aretha Franklin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,6,Indian Reservation (The Lament of the Cherokee Reservation Indian),Raiders,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,7,Go Away Little Girl,Donny Osmond,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,8,"Take Me Home, Country Roads",John Denver,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,9,Just My Imagination (Running Away with Me),The Temptations,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,10,Knock Three Times,Tony Orlando and Dawn,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,11,Me and Bobby McGee,Janis Joplin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,12,Tired of Being Alone,Al Green,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,13,Want Ads,Honey Cone,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,14,Smiling Faces Sometimes,The Undisputed Truth,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,15,Treat Her Like a Lady,Cornelius Brothers & Sister Rose,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,16,Brown Sugar,The Rolling Stones,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,17,You've Got a Friend,James Taylor,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,18,Mr. Big Stuff,Jean Knight,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,19,Do You Know What I Mean,Lee Michaels,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,20,The Night They Drove Old Dixie Down,Joan Baez,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,21,What's Going On,Marvin Gaye,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,22,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,23,Ain't No Sunshine,Bill Withers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,24,Signs,Five Man Electrical Band,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,25,She's a Lady,Tom Jones,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,26,I've Found Someone of My Own,The Free Movement,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,27,Superstar,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,28,Amos Moses,Jerry Reed,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,29,Temptation Eyes,The Grass Roots,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,30,Superstar,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,31,"My Sweet Lord""/""Isn't It A Pity",George Harrison,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,32,Sweet and Innocent,Donny Osmond,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,33,Put Your Hand in the Hand,Ocean,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,34,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,35,For All We Know,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,36,If You Could Read My Mind,Gordon Lightfoot,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,37,Help Me Make It Through the Night,Sammi Smith,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,38,Rainy Days and Mondays,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,39,"Gypsys, Tramps & Thieves",Cher,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,40,Never Can Say Goodbye,The Jackson 5,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,41,Rose Garden,Lynn Anderson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,42,Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,43,It Don't Come Easy,Ringo Starr,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,44,Mr. Bojangles,Nitty Gritty Dirt Band,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,45,I Love You for All Seasons,The Fuzz,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,46,Whatcha See Is Whatcha Get,The Dramatics,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,47,That's the Way I've Always Heard It Should Be,Carly Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,48,If You Really Love Me,Stevie Wonder,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,49,Spanish Harlem,Aretha Franklin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,50,I Don't Know How to Love Him,Helen Reddy,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,51,Yo-Yo,The Osmonds,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,52,Bridge over Troubled Water,Aretha Franklin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,53,Doesn't Somebody Want to Be Wanted,The Partridge Family,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,54,Draggin' the Line,Tommy James,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,55,Proud Mary,Ike & Tina Turner,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,56,"Beginnings""/""Colour My World",Chicago,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,57,Stay Awhile,The Bells,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,58,Sweet City Woman,The Stampeders,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,59,Me and You and a Dog Named Boo,Lobo,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,60,"Another Day""/""Oh Woman, Oh Why",Paul McCartney,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,61,If,Bread,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,62,Mercy Mercy Me (The Ecology),Marvin Gaye,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,63,One Toke Over the Line,Brewer & Shipley,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,64,She's Not Just Another Woman,8th Day,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,65,Bring the Boys Home,Freda Payne,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,66,I Just Want to Celebrate,Rare Earth,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,67,Never Ending Song of Love,Delaney & Bonnie & Friends,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,68,Easy Loving,Freddie Hart,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,69,Liar,Three Dog Night,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,70,Stick-Up,Honey Cone,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,71,Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,72,(Where Do I Begin?) Love Story,Andy Williams,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,73,Wild World,Cat Stevens,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,74,"When You're Hot, You're Hot",Jerry Reed,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,75,Funky Nassau,The Beginning of the End,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,76,If Not for You,Olivia Newton-John,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,77,Groove Me,King Floyd,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,78,Watching Scotty Grow,Bobby Goldsboro,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,79,Woodstock,Matthews Southern Comfort,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,80,Amazing Grace,Judy Collins,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,81,I Hear You Knocking,Dave Edmunds,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,82,Lonely Days,Bee Gees,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,83,Here Comes That Rainy Day Feeling Again,The Fortunes,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,84,Won't Get Fooled Again,The Who,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,85,Trapped By a Thing Called Love,Denise LaSalle,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,86,Mama's Pearl,The Jackson 5,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,87,Timothy,The Buoys,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,88,I Woke Up In Love This Morning,The Partridge Family,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,89,Theme from Shaft,Isaac Hayes,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,90,If I Were Your Woman,Gladys Knight & the Pips,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,91,I Am...I Said,Neil Diamond,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,92,The Wedding Song (There Is Love),Paul Stookey,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,93,Don't Knock My Love,Wilson Pickett,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,94,Love Her Madly,The Doors,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,95,Here Comes the Sun,Richie Havens,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,96,Sweet Mary,Wadsworth Mansion,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,97,Right on the Tip of My Tongue,Brenda & the Tabulations,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,98,One Less Bell to Answer,The 5th Dimension,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,99,Riders on the Storm,The Doors,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1971,100,It's Impossible,Perry Como,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,6,I Gotcha,Joe Tex,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,7,Lean on Me,Bill Withers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,8,"Baby, Don't Get Hooked on Me",Mac Davis,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,9,Brand New Key,Melanie,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,10,Daddy Don't You Walk So Fast,Wayne Newton,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,11,Let's Stay Together,Al Green,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,12,Brandy (You're a Fine Girl),Looking Glass,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,13,Oh Girl,The Chi-Lites,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,14,Nice to Be with You,Gallery,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,15,My Ding-a-Ling,Chuck Berry,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,16,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,17,Heart of Gold,Neil Young,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,18,"Betcha by Golly, Wow",The Stylistics,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,19,I'll Take You There,The Staple Singers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,20,Ben,Michael Jackson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,21,The Lion Sleeps Tonight,Robert John,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,22,Outa-Space,Billy Preston,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,23,Slippin' into Darkness,War,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,24,Long Cool Woman in a Black Dress,The Hollies,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,25,How Do You Do,Mouth & MacNeal,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,26,Song Sung Blue,Neil Diamond,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,27,A Horse with No Name,America,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,28,Popcorn,Hot Butter,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,29,Everybody Plays the Fool,The Main Ingredient,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,30,Precious and Few,Climax,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,31,(Last Night) I Didn't Get to Sleep at All,The 5th Dimension,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,32,Nights in White Satin,The Moody Blues,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,33,Go All the Way,Raspberries,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,34,Too Late to Turn Back Now,Cornelius Brothers & Sister Rose,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,35,Back Stabbers,The O'Jays,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,36,Down by the Lazy River,The Osmonds,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,37,Sunshine,Jonathan Edwards,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,38,Starting All Over Again,Mel and Tim,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,39,Day After Day,Badfinger,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,40,Rocket Man,Elton John,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,41,Rockin' Robin,Michael Jackson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,42,Beautiful Sunday,Daniel Boone,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,43,Scorpio,Dennis Coffey,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,44,Morning Has Broken,Cat Stevens,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,45,City of New Orleans,Arlo Guthrie,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,46,Garden Party,Ricky Nelson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,47,I Can See Clearly Now,Johnny Nash,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,48,Burning Love,Elvis Presley,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,49,Clean Up Woman,Betty Wright,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,50,Hold Your Head Up,Argent,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,51,Jungle Fever,The Chakachas,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,52,Everything I Own,Bread,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,53,In the Rain,The Dramatics,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,54,Look What You Done for Me,Al Green,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,55,The Happiest Girl in the Whole U.S.A.,Donna Fargo,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,56,Bang a Gong (Get it On),T. Rex,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,57,Mother and Child Reunion,Paul Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,58,Where Is the Love,Roberta Flack & Donny Hathaway,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,59,I'm Still in Love with You,Al Green,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,60,Layla,Derek and the Dominos,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,61,Day Dreaming,Aretha Franklin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,62,The Way of Love,Cher,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,63,Black and White,Three Dog Night,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,64,Sylvia's Mother,Dr. Hook & the Medicine Show,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,65,Hurting Each Other,The Carpenters,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,66,Coconut,Harry Nilsson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,67,Puppy Love,Donny Osmond,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,68,You Don't Mess Around with Jim,Jim Croce,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,69,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,70,A Cowboy's Work Is Never Done,Sonny & Cher,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,71,Joy,Apollo 100,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,72,Anticipation,Carly Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,73,Never Been to Spain,Three Dog Night,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,74,Kiss an Angel Good Mornin,Charley Pride,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,75,School's Out,Alice Cooper,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,76,Saturday in the Park,Chicago,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,77,Drowning in the Sea of Love,Joe Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,78,Use Me,Bill Withers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,79,Family Affair,Sly & the Family Stone,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,80,Troglodyte (Cave Man),The Jimmy Castor Bunch,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,81,The Witch Queen of New Orleans,Redbone,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,82,Freddie's Dead,Curtis Mayfield,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,83,Power of Love,Joe Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,84,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,85,Taxi,Harry Chapin,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,86,Don't Say You Don't Remember,Beverly Bremers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,87,Sealed with a Kiss,Bobby Vinton,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,88,I Saw the Light,Todd Rundgren,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,89,Motorcycle Mama,Sailcat,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,90,Day by Day,Original Cast of Godspell,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,91,Roundabout,Yes,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,92,Doctor My Eyes,Jackson Browne,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,93,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,94,Vincent,Don McLean,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,95,Baby Let Me Take You (In My Arms),The Detroit Emeralds,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,96,Speak to the Sky,Rick Springfield,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,97,I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,98,Walkin' in the Rain with the One I Love,Love Unlimited,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,99,Get on the Good Foot,James Brown,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1972,100,Pop That Thang,The Isley Brothers,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,6,Why Me,Kris Kristofferson,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,7,Crocodile Rock,Elton John,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,8,Will It Go Round in Circles,Billy Preston,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,9,You're So Vain,Carly Simon,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,10,Touch Me in the Morning,Diana Ross,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,11,The Night the Lights Went Out in Georgia,Vicki Lawrence,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,12,Playground in My Mind,Clint Holmes,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
1973,13,Brother Louie,Stories,,,,0,0,0.0,0.0,0.0,0.0,0.0,False
